"pid" "gender" "age" "Weight1" "Weight2" "Weight3" "time_az" "interests" "identity_AZ" "identity_US" "needs_met" "rep_ideo" "dem_ideo" "covid_affected" "covid_finance" "wear_mask" "public_mask" "k12" "college" "trump_covid" "ducey_covid" "mayor_covid" "border_wall" "imm_citizenship" "imm_hurt_az" "imm_hurt_culture" "oppose_race_protests" "interact_law" "positive_law" "registered" "plan_to_vote_pres" "vote_pres" "plan_to_vote_senate" "vote_senate" "rep_ft" "dem_ft" "rep_ft_people" "dem_ft_people" "conservative" "hispanic" "race" "christian" "income" "children"
"258" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 2 1 1 4 4 3 2 1 1 1 5 5 4 4 2 4 4 3 3 4 5 1 1 1 1 1 1 50 75 50 50 2 0 1 2 1 0
"259" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 7 1 3 3 3 2 3 1 1 1 1 5 5 4 4 1 2 2 1 5 1 1 1 1 1 1 0 100 50 100 3 0 1 2 1 0
"260" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 2 3 3 2 3 1 1 1 1 5 4 3 4 1 1 1 2 5 1 1 1 1 1 1 0 100 0 100 3 0 1 2 1 0
"261" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 4 3 4 2 3 1 1 5 5 5 3 2 3 2 5 2 4 5 1 1 1 1 1 1 0 100 0 100 3 0 1 2 1 0
"262" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 2 1 4 2 2 2 1 1 1 2 2 5 4 2 4 1 2 4 4 5 1 1 1 1 1 1 10 10 50 50 3 0 1 2 1 0
"263" 1 1 4 0.87 0.31 0.35 "<5 years" 4 4 1 4 3 3 3 3 1 1 1 1 5 4 2 4 1 1 1 2 5 4 1 1 1 1 1 10 60 10 60 3 0 1 2 1 0
"264" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 2 3 3 4 2 3 1 1 2 2 5 4 2 4 2 3 3 4 5 1 0 3 1 3 1 10 80 20 85 3 0 1 2 1 0
"265" 1 1 4 0.87 0.31 0.35 "<5 years" 1 4 3 3 3 3 2 3 1 4 5 5 4 4 3 4 1 1 2 4 5 1 1 1 1 1 2 50 50 50 50 3 0 1 2 1 0
"266" 1 1 4 0.87 0.31 0.35 "<5 years" 4 3 1 4 3 3 1 3 1 1 3 3 5 2 2 4 3 2 4 4 5 1 1 1 1 2 2 20 75 50 70 3 0 1 2 1 0
"267" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 3 2 3 2 3 1 5 5 5 1 5 5 2 2 4 4 4 5 1 1 1 5 1 3 50 10 50 50 3 0 1 2 1 0
"268" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 2 3 4 4 2 3 2 2 3 3 4 3 2 2 2 4 4 3 5 1 1 2 3 3 3 50 50 50 50 3 0 1 2 1 0
"269" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 4 3 4 2 3 1 1 1 1 2 2 3 4 1 2 2 2 5 1 1 1 1 1 1 0 80 20 80 3 0 1 2 1 0
"270" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 3 2 1 4 1 5 2 3 2 2 4 4 2 2 2 1 5 5 5 4 5 1 1 1 5 1 1 50 0 100 25 3 0 1 2 1 0
"271" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 2 3 1 3 3 3 2 1 1 1 2 2 5 2 2 2 2 3 2 1 2 1 1 1 1 1 2 35 90 35 90 3 0 1 2 1 0
"272" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 1 3 3 1 2 3 1 2 5 4 2 4 2 1 2 3 3 4 3 1 1 1 5 1 2 55 0 40 50 3 0 1 2 1 0
"273" 2 1 4 0.87 0.31 0.35 "<5 years" 1 3 1 2 3 2 2 3 1 2 5 5 1 2 3 1 1 2 4 4 5 1 1 1 5 1 5 90 15 100 50 3 0 1 2 1 0
"274" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 4 1 5 2 5 3 3 1 1 3 2 2 2 5 3 5 4 4 4 5 2 1 1 3 1 4 75 0 75 0 3 0 1 2 1 0
"275" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 5 3 2 4 3 4 2 3 1 2 3 2 4 2 1 4 1 2 2 4 5 1 1 1 5 1 4 50 10 100 75 3 0 1 2 1 0
"276" 3 1 4 0.87 0.31 0.35 "5-10 years" 1 4 1 3 3 4 2 3 1 1 2 2 1 1 3 1 2 5 5 4 5 1 1 1 5 1 5 75 0 70 0 3 0 1 2 1 0
"277" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 4 3 3 2 3 1 1 1 1 3 4 3 1 1 4 4 4 3 1 1 1 5 1 2 80 20 100 90 4 0 1 2 1 0
"278" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 2 2 3 2 3 1 2 2 2 2 2 2 2 3 4 4 4 5 2 1 1 5 3 3 50 50 50 50 4 0 1 2 1 0
"279" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 1 4 3 3 2 3 5 5 5 5 1 5 5 1 5 4 4 4 5 1 1 1 5 1 4 50 0 50 0 4 0 1 2 1 0
"280" 3 1 4 0.87 0.31 0.35 "<5 years" 1 5 1 3 3 5 2 3 1 1 3 1 1 2 2 1 2 5 3 4 5 1 1 1 5 1 5 80 1 80 1 4 0 1 2 1 0
"281" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 5 5 1 3 3 5 2 3 4 4 4 4 1 1 2 1 4 2 3 5 5 3 1 1 5 1 5 85 15 100 46 4 0 1 2 1 0
"282" 2 1 4 0.87 0.31 0.35 "5-10 years" 3 1 1 3 1 5 2 3 1 5 5 5 1 1 1 1 1 3 3 1 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 1 0
"283" 3 1 4 0.87 0.31 0.35 "5-10 years" 1 3 1 3 4 5 1 3 5 5 5 5 1 3 4 1 4 4 3 4 5 1 1 1 5 2 4 90 0 100 0 5 0 1 2 1 0
"284" 3 1 4 0.87 0.31 0.35 "<5 years" 1 3 1 3 2 5 2 3 2 1 2 2 1 2 2 1 3 4 4 4 5 1 1 1 5 2 4 95 5 100 0 5 0 1 2 1 0
"285" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 3 3 2 2 3 1 4 5 3 2 4 1 1 1 4 2 4 4 1 1 1 4 1 5 75 20 100 20 5 0 1 2 1 0
"286" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 2 1 3 3 3 2 3 2 1 2 5 1 2 3 1 1 5 4 4 2 1 1 1 5 1 5 95 15 99 5 5 0 1 2 1 0
"287" 3 1 4 0.87 0.31 0.35 "5-10 years" 2 3 1 2 3 4 2 1 2 1 2 2 2 1 2 2 5 5 5 5 2 1 1 1 5 1 5 80 10 90 10 5 0 1 2 1 0
"288" 3 1 4 0.87 0.31 0.35 "5-10 years" 1 1 1 3 1 5 2 3 1 1 2 4 1 2 2 1 5 5 5 2 3 1 1 1 5 1 5 80 0 80 80 5 0 1 2 1 0
"289" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 2 3 3 2 3 2 2 4 4 1 1 4 1 1 3 3 2 4 1 1 1 5 1 5 90 10 100 10 5 0 1 2 1 0
"290" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 4 2 5 2 3 2 5 4 1 1 2 1 1 5 5 3 4 4 1 1 1 5 1 5 80 0 100 0 5 0 1 2 1 0
"291" 3 1 4 0.87 0.31 0.35 "<5 years" 1 3 1 3 1 5 2 3 1 1 1 1 1 1 1 1 5 4 4 4 4 1 1 1 5 1 5 100 0 100 2 5 0 1 2 1 0
"292" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 3 2 2 2 1 1 5 5 5 1 1 1 1 2 2 3 2 5 1 1 1 5 1 5 90 0 100 0 5 0 1 2 1 0
"293" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 5 2 1 2 2 4 2 1 1 5 5 5 1 2 3 1 3 4 4 3 5 1 1 1 5 1 5 80 0 100 0 5 0 1 2 1 0
"294" 3 1 4 0.87 0.31 0.35 "<5 years" 2 1 1 3 1 5 1 3 1 1 1 1 1 1 2 3 1 2 3 4 5 1 1 1 5 1 5 70 0 85 0 5 0 1 2 1 0
"295" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 3 2 1 3 3 3 2 3 1 1 4 4 1 1 1 1 2 2 3 4 5 1 1 1 5 1 5 80 0 100 40 5 0 1 2 1 0
"296" 3 1 4 0.87 0.31 0.35 "5-10 years" 3 4 1 3 2 5 2 3 1 1 4 3 1 2 2 1 4 2 3 4 5 1 1 1 5 1 5 85 0 100 0 5 0 1 2 1 0
"297" 3 1 4 0.87 0.31 0.35 "<5 years" 2 5 1 4 3 3 2 3 1 4 4 4 1 2 2 1 2 3 3 4 5 1 1 1 5 1 5 75 15 99 12 5 0 1 2 1 0
"298" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 3 3 3 2 3 4 3 5 4 1 2 2 1 2 3 3 4 5 1 1 1 5 1 5 75 2 99 1 5 0 1 2 1 0
"299" 3 1 4 0.87 0.31 0.35 "<5 years" 1 5 1 2 2 3 2 3 1 1 4 4 1 1 2 1 2 4 3 4 5 1 1 1 5 1 5 95 0 100 0 5 0 1 2 1 0
"300" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 3 1 1 4 2 4 1 3 2 2 5 5 2 2 3 1 4 4 3 4 5 1 1 1 5 1 5 57 10 100 0 5 0 1 2 1 0
"301" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 4 2 5 2 1 2 1 4 4 1 2 1 1 2 4 4 4 5 1 1 1 5 1 5 90 0 100 5 5 0 1 2 1 0
"302" 3 1 4 0.87 0.31 0.35 "<5 years" 1 4 1 3 3 3 2 1 2 2 3 3 1 1 1 1 3 4 4 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 1 0
"303" 3 1 4 0.87 0.31 0.35 "<5 years" 1 3 1 3 1 5 2 3 1 2 3 2 1 2 3 1 4 4 4 4 5 1 1 1 5 1 5 50 0 75 0 5 0 1 2 1 0
"304" 3 1 4 0.87 0.31 0.35 "<5 years" 1 2 1 3 3 3 2 3 5 5 5 5 1 2 4 1 4 4 4 4 5 1 1 1 5 1 5 98 0 100 0 5 0 1 2 1 0
"305" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 1 3 2 3 2 3 2 4 5 5 1 2 4 1 5 4 4 4 5 1 1 1 5 1 5 60 0 90 5 5 0 1 2 1 0
"306" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 3 3 4 2 3 2 2 5 5 1 1 1 1 5 5 4 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 1 0
"307" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 2 1 4 3 4 1 3 2 5 4 4 1 2 2 1 4 4 5 4 5 1 1 1 5 1 5 5 0 8 0 5 0 1 2 1 0
"308" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 3 1 1 2 3 4 5 5 5 1 3 1 1 5 5 5 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 2 1 0
"309" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 1 1 5 2 3 1 1 5 5 1 4 1 1 5 5 5 4 5 1 1 1 5 1 5 95 0 95 0 5 0 1 2 1 0
"310" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 4 3 1 2 3 4 5 5 5 1 4 4 1 5 5 4 5 5 1 1 1 5 1 5 75 0 70 10 5 0 1 2 1 0
"311" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 1 2 2 4 2 3 3 4 5 5 1 1 3 1 2 4 4 4 3 2 1 1 5 1 5 100 0 100 99 5 0 1 2 1 0
"312" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 1 3 3 2 3 1 1 4 1 1 4 4 1 2 4 4 4 5 2 1 1 5 1 5 80 10 100 5 5 0 1 2 1 0
"313" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 4 1 5 2 3 1 1 3 3 1 4 2 1 5 5 5 5 3 3 1 1 5 1 5 85 0 100 50 5 0 1 2 1 0
"314" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 1 1 4 2 3 1 1 5 4 1 1 5 1 1 4 3 4 4 3 1 1 5 1 5 100 0 100 100 5 0 1 2 1 0
"315" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 4 1 4 2 5 2 1 2 5 5 5 1 3 5 1 2 4 3 4 5 1 1 1 5 3 5 50 0 100 0 5 0 1 2 1 0
"316" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 1 1 5 3 2 2 1 4 5 5 5 2 4 2 2 4 5 4 3 5 1 1 1 5 2 6 80 5 100 0 5 0 1 2 1 0
"317" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 2 1 3 2 4 2 3 1 1 4 4 5 5 1 4 1 1 1 2 5 1 1 1 1 1 1 0 90 50 90 1 0 1 3 1 0
"318" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 7 1 3 5 3 2 3 1 1 2 2 5 3 2 4 1 2 2 4 5 1 1 1 1 1 1 0 85 10 100 2 0 1 3 1 0
"319" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 7 1 5 1 4 2 3 1 1 1 1 5 5 3 4 2 3 3 4 5 2 1 1 1 1 1 0 100 0 100 2 0 1 3 1 0
"320" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 3 3 1 3 3 3 2 1 1 3 4 3 2 2 2 1 3 4 4 4 5 1 1 1 4 3 4 50 50 50 50 3 0 1 3 1 0
"321" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 3 5 1 3 2 3 2 3 1 1 4 5 1 2 3 1 2 3 2 3 5 3 1 1 5 1 5 50 50 50 50 4 0 1 3 1 0
"322" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 2 3 1 4 2 4 2 3 1 1 3 1 5 5 1 4 2 1 2 4 5 1 1 1 1 1 1 0 87 0 90 1 0 1 5 1 0
"323" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 4 3 4 2 3 1 1 1 1 5 5 1 4 1 1 1 1 5 3 1 1 1 1 1 0 80 0 80 2 0 1 5 1 0
"324" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 2 1 3 2 1 1 1 1 1 5 5 2 4 1 1 1 1 5 2 1 1 1 1 1 0 100 10 95 3 0 1 5 1 0
"325" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 1 3 3 3 2 3 1 1 3 3 5 3 3 4 2 3 3 4 5 1 1 2 1 2 1 50 50 50 50 3 0 1 5 1 0
"326" 1 1 4 0.87 0.31 0.35 "5-10 years" 4 7 1 4 4 2 2 3 1 1 1 1 5 5 3 4 1 1 1 2 5 1 1 1 1 1 1 10 85 0 90 4 0 1 5 1 0
"327" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 3 2 3 2 3 4 5 5 5 1 3 3 1 5 5 5 4 5 1 1 1 5 1 5 90 0 90 0 4 0 1 5 1 0
"328" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 2 1 3 3 5 2 3 3 5 5 3 1 1 1 1 3 5 5 4 5 1 1 1 5 1 5 75 0 100 50 5 0 1 5 1 0
"329" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 1 3 2 4 2 3 1 1 2 2 5 4 2 4 1 1 2 1 5 1 1 1 1 1 1 20 95 50 50 1 0 1 6 1 0
"330" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 3 3 3 2 1 1 1 1 1 5 5 2 4 1 1 3 1 5 1 1 1 1 1 1 0 100 0 100 1 0 1 6 1 0
"331" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 4 1 3 2 4 2 1 1 1 1 1 5 5 2 4 1 2 2 2 5 1 1 1 1 1 1 0 90 0 100 1 0 1 6 1 0
"332" 1 1 4 0.87 0.31 0.35 "5-10 years" 3 4 1 4 1 4 2 3 1 1 1 1 5 5 5 4 2 1 2 4 5 1 1 1 1 1 1 10 75 50 50 1 0 1 6 1 0
"333" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 1 1 3 3 3 2 3 1 1 1 1 5 5 2 4 2 2 2 4 5 2 1 1 1 1 1 0 99 0 100 1 0 1 6 1 0
"334" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 3 1 4 5 4 2 3 1 1 1 1 5 5 3 4 5 3 1 3 5 3 1 1 1 1 1 0 80 50 50 1 0 1 6 1 0
"335" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 4 4 3 2 2 3 1 1 3 3 5 4 2 4 1 1 1 1 5 4 1 1 1 1 1 0 50 0 50 1 0 1 6 1 0
"336" 2 1 4 0.87 0.31 0.35 "<5 years" 3 7 1 3 2 3 1 3 1 1 1 1 5 4 3 5 1 1 1 1 5 1 1 1 2 1 1 10 10 10 10 1 0 1 6 1 0
"337" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 4 2 3 2 3 1 1 3 2 5 4 3 4 1 1 2 2 5 1 1 1 1 1 1 0 100 50 70 2 0 1 6 1 0
"338" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 1 4 2 3 2 3 1 1 1 2 5 4 3 4 1 1 3 1 5 2 1 1 1 1 1 0 90 0 90 2 0 1 6 1 0
"339" 1 1 4 0.87 0.31 0.35 "5-10 years" 4 7 1 4 1 3 2 3 1 1 1 1 5 4 3 5 1 2 3 2 5 1 0 5 1 5 1 0 50 0 50 2 0 1 6 1 0
"340" 1 1 4 0.87 0.31 0.35 "5-10 years" 1 4 3 3 3 2 2 3 1 1 2 1 5 5 3 4 1 1 1 1 5 1 1 1 1 1 1 0 50 0 50 3 0 1 6 1 0
"341" 1 1 4 0.87 0.31 0.35 "<5 years" 4 3 1 3 2 2 2 3 2 2 2 2 5 4 1 4 1 1 3 1 5 1 1 1 1 1 1 0 85 0 100 3 0 1 6 1 0
"342" 1 1 4 0.87 0.31 0.35 "<5 years" 3 3 1 4 2 3 2 1 1 1 2 3 5 4 2 4 1 1 1 2 5 1 1 1 1 1 1 0 90 0 90 3 0 1 6 1 0
"343" 1 1 4 0.87 0.31 0.35 "5-10 years" 1 7 5 3 2 3 2 3 1 1 3 2 5 4 3 4 1 1 3 2 5 1 1 1 1 1 1 5 50 50 75 3 0 1 6 1 0
"344" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 2 1 1 3 3 3 2 3 1 1 1 1 5 4 3 3 2 2 4 2 5 1 1 1 1 1 1 40 85 40 80 3 0 1 6 1 0
"345" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 1 4 2 3 2 3 1 1 3 1 5 5 3 4 1 1 1 3 5 1 1 1 1 1 1 35 59 40 60 3 0 1 6 1 0
"346" 1 1 4 0.87 0.31 0.35 "<5 years" 1 3 2 4 2 3 2 3 1 1 1 1 5 5 4 4 1 2 2 4 5 1 1 1 1 1 1 5 89 50 75 3 0 1 6 1 0
"347" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 3 4 4 5 3 3 2 1 2 1 3 3 5 5 3 1 4 4 2 4 5 5 1 1 1 1 1 0 10 0 10 3 0 1 6 1 0
"348" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 1 3 1 4 2 2 2 3 1 3 4 4 3 2 2 3 2 2 3 3 4 1 1 1 3 1 3 50 10 50 10 3 0 1 6 1 0
"349" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 2 3 2 3 3 3 2 3 1 1 1 1 1 1 1 3 3 2 2 4 5 1 1 1 3 1 2 50 50 50 50 3 0 1 6 1 0
"350" 3 1 4 0.87 0.31 0.35 "5-10 years" 3 2 1 3 4 3 2 3 1 1 3 3 3 3 3 1 3 4 4 4 5 1 1 2 5 3 2 50 0 50 0 3 0 1 6 1 0
"351" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 2 3 3 3 2 3 1 1 1 1 5 4 2 2 2 3 3 2 5 1 1 1 1 1 1 0 100 50 100 4 0 1 6 1 0
"352" 2 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 3 2 3 1 1 4 5 5 5 1 4 4 1 3 4 3 4 5 1 1 1 3 3 3 75 1 75 1 4 0 1 6 1 0
"353" 1 1 4 0.87 0.31 0.35 "More than 10 Years" 1 1 1 1 3 3 1 3 3 5 5 5 5 5 3 4 3 3 3 4 5 3 0 5 3 5 3 0 0 2 2 5 0 1 6 1 0
"354" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 1 4 1 3 3 3 2 3 2 2 5 1 3 2 2 2 2 4 4 4 5 1 1 1 4 1 5 65 45 80 80 5 0 1 6 1 0
"355" 3 1 4 0.87 0.31 0.35 "5-10 years" 4 4 1 3 3 3 2 3 2 5 3 3 1 2 2 1 3 4 4 4 5 1 1 1 5 1 5 75 0 100 25 5 0 1 6 1 0
"356" 3 1 4 0.87 0.31 0.35 "More than 10 Years" 4 3 1 3 3 3 2 3 1 5 3 4 1 1 3 1 2 4 5 4 5 1 1 1 5 1 5 75 0 100 0 5 0 1 6 1 0
"357" 3 1 4 0.87 0.31 0.35 "5-10 years" 1 2 1 4 3 3 2 3 1 1 4 2 1 2 2 1 2 2 3 5 5 1 1 1 5 1 5 90 0 100 0 5 0 1 6 1 0
"358" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 1 1 3 1 3 2 3 1 1 1 1 5 2 1 4 1 1 2 1 5 1 1 1 1 1 1 0 75 0 100 1 0 1 1 2 0
"359" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 4 1 1 3 1 5 2 3 2 2 3 3 5 4 3 3 3 3 2 4 4 1 1 1 1 2 3 25 65 35 80 1 0 1 1 2 0
"360" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 5 2 4 1 4 1 1 2 2 2 1 5 4 2 4 1 2 4 5 5 1 1 1 1 1 1 90 90 90 90 2 0 1 1 2 0
"361" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 4 1 5 1 4 2 3 1 1 2 1 5 5 1 4 1 1 1 1 5 3 1 1 1 1 1 0 70 50 50 2 0 1 1 2 0
"362" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 3 5 1 3 3 1 1 1 2 2 5 5 5 4 2 2 2 3 5 3 1 1 1 1 1 0 90 0 90 2 0 1 1 2 0
"363" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 4 3 1 3 2 3 2 3 1 1 4 1 5 4 2 4 1 1 2 2 5 1 1 1 1 1 1 10 60 30 80 3 0 1 1 2 0
"364" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 1 3 1 3 2 1 1 1 1 1 5 5 3 5 3 3 3 2 5 1 1 1 1 1 1 0 100 50 50 3 0 1 1 2 0
"365" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 7 1 3 3 2 2 3 1 1 1 1 5 4 3 4 2 4 4 1 5 3 1 1 1 1 1 0 75 0 75 3 0 1 1 2 0
"366" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 1 3 1 3 2 3 1 1 2 1 5 5 3 4 1 2 2 2 5 1 1 1 2 1 1 0 50 0 50 3 0 1 1 2 0
"367" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 2 4 1 4 3 3 2 3 1 1 1 1 5 5 3 1 1 2 1 3 5 1 1 1 3 1 3 50 50 50 50 3 0 1 1 2 0
"368" 2 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 1 1 3 2 2 3 1 1 4 4 2 2 2 1 2 3 4 1 2 1 1 1 5 1 5 50 10 90 40 3 0 1 1 2 0
"369" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 1 3 2 3 2 3 1 1 1 1 4 5 2 3 1 2 3 1 5 1 1 1 3 1 2 75 50 50 50 3 0 1 1 2 0
"370" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 2 1 3 2 2 2 3 1 2 4 4 1 1 1 1 2 2 3 4 4 1 1 1 5 1 5 80 5 90 10 3 0 1 1 2 0
"371" 3 1 4 0.57 0.31 0.23 "5-10 years" 1 4 1 3 3 3 2 3 2 1 1 1 2 2 2 1 5 5 5 4 5 1 1 1 5 1 5 75 0 100 0 3 0 1 1 2 0
"372" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 2 1 3 2 1 2 3 1 2 3 3 2 2 2 1 4 4 5 4 3 1 1 1 5 1 2 50 0 75 50 4 0 1 1 2 0
"373" 3 1 4 0.57 0.31 0.23 "5-10 years" 1 4 1 2 3 4 2 3 1 1 2 2 5 2 2 4 3 3 3 4 5 1 1 1 2 1 4 25 10 35 25 4 0 1 1 2 0
"374" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 4 2 4 2 2 1 2 4 4 4 2 2 2 4 2 4 3 4 5 1 1 1 5 1 4 90 50 75 75 4 0 1 1 2 0
"375" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 4 2 1 3 3 3 2 3 1 1 4 4 4 4 3 1 4 4 3 4 5 1 1 1 4 1 5 85 80 90 90 4 0 1 1 2 0
"376" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 3 1 3 3 3 2 1 1 1 3 3 4 4 3 1 2 2 3 4 5 2 1 1 5 1 5 7 3 7 7 4 0 1 1 2 0
"377" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 2 1 2 1 2 2 3 1 1 2 2 1 2 1 1 5 4 3 2 5 1 1 1 5 1 4 100 0 100 0 5 0 1 1 2 0
"378" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 4 1 3 2 3 2 3 1 5 5 5 1 2 3 1 5 5 5 3 5 1 1 1 5 1 5 50 0 85 0 5 0 1 1 2 0
"379" 3 1 4 0.57 0.31 0.23 "5-10 years" 3 3 2 3 3 3 2 3 1 1 5 5 1 1 1 1 2 2 4 4 5 1 1 1 5 1 5 100 0 100 0 5 0 1 1 2 0
"380" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 7 1 3 2 5 2 3 1 1 4 2 1 2 2 1 5 4 4 4 5 1 1 1 5 1 5 85 0 99 0 5 0 1 1 2 0
"381" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 1 1 1 3 1 5 2 3 1 1 1 1 1 1 1 1 5 5 5 4 5 1 1 1 5 1 5 99 0 100 0 5 0 1 1 2 0
"382" 3 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 1 3 1 5 2 3 1 4 5 5 1 2 1 1 3 2 3 5 5 1 1 1 5 1 5 60 0 100 10 5 0 1 1 2 0
"383" 3 1 4 3.97 0.31 0.85 "More than 10 Years" 2 1 1 3 1 5 2 3 3 5 5 5 1 1 2 1 2 5 4 4 5 1 1 1 5 1 5 100 0 100 0 3 1 1 1 2 0
"384" 3 1 4 3.97 0.31 0.85 "More than 10 Years" 2 1 1 2 2 4 2 3 4 5 5 5 1 1 1 1 2 4 3 5 5 1 1 1 5 1 5 100 0 100 0 3 1 1 1 2 0
"385" 3 1 4 0.49 0.31 0.09 "More than 10 Years" 1 2 1 3 1 5 2 3 2 4 5 5 1 2 2 1 5 5 5 5 5 3 1 1 5 1 5 90 0 100 0 5 0 3 1 2 0
"386" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 1 3 1 3 3 3 1 3 1 1 1 1 5 5 2 5 1 1 1 1 3 1 1 1 1 1 1 10 100 10 100 1 0 1 2 2 0
"387" 1 1 4 0.57 0.31 0.23 "More than 10 Years" 3 4 2 4 1 5 2 3 1 1 1 1 5 5 2 4 1 1 1 1 5 1 1 1 1 1 1 0 90 0 90 1 0 1 2 2 0
